cod_distr;nome_distr;ano;sexo;Idade;populacao
80001;Água Rasa;2000;Homens;00 a 04;2577
80001;Água Rasa;2000;Homens;05 a 09;2461
80001;Água Rasa;2000;Homens;10 a 14;2982
80001;Água Rasa;2000;Homens;15 a 19;3466
80001;Água Rasa;2000;Homens;20 a 24;3689
80001;Água Rasa;2000;Homens;25 a 29;3290
80001;Água Rasa;2000;Homens;30 a 34;3057
80001;Água Rasa;2000;Homens;35 a 39;3144
80001;Água Rasa;2000;Homens;40 a 44;2899
80001;Água Rasa;2000;Homens;45 a 49;2624
80001;Água Rasa;2000;Homens;50 a 54;2284
80001;Água Rasa;2000;Homens;55 a 59;1684
80001;Água Rasa;2000;Homens;60 a 64;1643
80001;Água Rasa;2000;Homens;65 a 69;1486
80001;Água Rasa;2000;Homens;70 a 74;1303
80001;Água Rasa;2000;Homens;75 e +;1449
80001;Água Rasa;2000;Mulheres;00 a 04;2257
80001;Água Rasa;2000;Mulheres;05 a 09;2508
80001;Água Rasa;2000;Mulheres;10 a 14;2897
80001;Água Rasa;2000;Mulheres;15 a 19;3512
80001;Água Rasa;2000;Mulheres;20 a 24;3804
80001;Água Rasa;2000;Mulheres;25 a 29;3410
80001;Água Rasa;2000;Mulheres;30 a 34;3380
80001;Água Rasa;2000;Mulheres;35 a 39;3682
80001;Água Rasa;2000;Mulheres;40 a 44;3461
80001;Água Rasa;2000;Mulheres;45 a 49;3179
80001;Água Rasa;2000;Mulheres;50 a 54;2693
80001;Água Rasa;2000;Mulheres;55 a 59;2245
80001;Água Rasa;2000;Mulheres;60 a 64;2244
80001;Água Rasa;2000;Mulheres;65 a 69;2104
80001;Água Rasa;2000;Mulheres;70 a 74;1929
80001;Água Rasa;2000;Mulheres;75 e +;2649
80001;Água Rasa;2005;Homens;00 a 04;2290
80001;Água Rasa;2005;Homens;05 a 09;2258
80001;Água Rasa;2005;Homens;10 a 14;2705
80001;Água Rasa;2005;Homens;15 a 19;2963
80001;Água Rasa;2005;Homens;20 a 24;3431
80001;Água Rasa;2005;Homens;25 a 29;3409
80001;Água Rasa;2005;Homens;30 a 34;3216
80001;Água Rasa;2005;Homens;35 a 39;3107
80001;Água Rasa;2005;Homens;40 a 44;2815
80001;Água Rasa;2005;Homens;45 a 49;2801
80001;Água Rasa;2005;Homens;50 a 54;2533
80001;Água Rasa;2005;Homens;55 a 59;1972
80001;Água Rasa;2005;Homens;60 a 64;1730
80001;Água Rasa;2005;Homens;65 a 69;1454
80001;Água Rasa;2005;Homens;70 a 74;1263
80001;Água Rasa;2005;Homens;75 e +;1689
80001;Água Rasa;2005;Mulheres;00 a 04;2110
80001;Água Rasa;2005;Mulheres;05 a 09;2291
80001;Água Rasa;2005;Mulheres;10 a 14;2571
80001;Água Rasa;2005;Mulheres;15 a 19;3007
80001;Água Rasa;2005;Mulheres;20 a 24;3472
80001;Água Rasa;2005;Mulheres;25 a 29;3480
80001;Água Rasa;2005;Mulheres;30 a 34;3604
80001;Água Rasa;2005;Mulheres;35 a 39;3488
80001;Água Rasa;2005;Mulheres;40 a 44;3385
80001;Água Rasa;2005;Mulheres;45 a 49;3344
80001;Água Rasa;2005;Mulheres;50 a 54;3012
80001;Água Rasa;2005;Mulheres;55 a 59;2578
80001;Água Rasa;2005;Mulheres;60 a 64;2408
80001;Água Rasa;2005;Mulheres;65 a 69;2066
80001;Água Rasa;2005;Mulheres;70 a 74;1910
80001;Água Rasa;2005;Mulheres;75 e +;3231
80001;Água Rasa;2010;Homens;00 a 04;2016
80001;Água Rasa;2010;Homens;05 a 09;2048
80001;Água Rasa;2010;Homens;10 a 14;2427
80001;Água Rasa;2010;Homens;15 a 19;2503
80001;Água Rasa;2010;Homens;20 a 24;3155
80001;Água Rasa;2010;Homens;25 a 29;3492
80001;Água Rasa;2010;Homens;30 a 34;3345
80001;Água Rasa;2010;Homens;35 a 39;3036
80001;Água Rasa;2010;Homens;40 a 44;2703
80001;Água Rasa;2010;Homens;45 a 49;2956
80001;Água Rasa;2010;Homens;50 a 54;2778
80001;Água Rasa;2010;Homens;55 a 59;2285
80001;Água Rasa;2010;Homens;60 a 64;1801
80001;Água Rasa;2010;Homens;65 a 69;1410
80001;Água Rasa;2010;Homens;70 a 74;1210
80001;Água Rasa;2010;Homens;75 e +;1947
80001;Água Rasa;2010;Mulheres;00 a 04;1949
80001;Água Rasa;2010;Mulheres;05 a 09;2068
80001;Água Rasa;2010;Mulheres;10 a 14;2256
80001;Água Rasa;2010;Mulheres;15 a 19;2547
80001;Água Rasa;2010;Mulheres;20 a 24;3133
80001;Água Rasa;2010;Mulheres;25 a 29;3510
80001;Água Rasa;2010;Mulheres;30 a 34;3802
80001;Água Rasa;2010;Mulheres;35 a 39;3265
80001;Água Rasa;2010;Mulheres;40 a 44;3274
80001;Água Rasa;2010;Mulheres;45 a 49;3476
80001;Água Rasa;2010;Mulheres;50 a 54;3330
80001;Água Rasa;2010;Mulheres;55 a 59;2928
80001;Água Rasa;2010;Mulheres;60 a 64;2554
80001;Água Rasa;2010;Mulheres;65 a 69;2004
80001;Água Rasa;2010;Mulheres;70 a 74;1865
80001;Água Rasa;2010;Mulheres;75 e +;3898
80001;Água Rasa;2015;Homens;00 a 04;2503
80001;Água Rasa;2015;Homens;05 a 09;1957
80001;Água Rasa;2015;Homens;10 a 14;1999
80001;Água Rasa;2015;Homens;15 a 19;2415
80001;Água Rasa;2015;Homens;20 a 24;2555
80001;Água Rasa;2015;Homens;25 a 29;3158
80001;Água Rasa;2015;Homens;30 a 34;3390
80001;Água Rasa;2015;Homens;35 a 39;3215
80001;Água Rasa;2015;Homens;40 a 44;2907
80001;Água Rasa;2015;Homens;45 a 49;2573
80001;Água Rasa;2015;Homens;50 a 54;2794
80001;Água Rasa;2015;Homens;55 a 59;2587
80001;Água Rasa;2015;Homens;60 a 64;2077
80001;Água Rasa;2015;Homens;65 a 69;1578
80001;Água Rasa;2015;Homens;70 a 74;1172
80001;Água Rasa;2015;Homens;75 e +;1910
80001;Água Rasa;2015;Mulheres;00 a 04;2394
80001;Água Rasa;2015;Mulheres;05 a 09;1895
80001;Água Rasa;2015;Mulheres;10 a 14;2025
80001;Água Rasa;2015;Mulheres;15 a 19;2252
80001;Água Rasa;2015;Mulheres;20 a 24;2616
80001;Água Rasa;2015;Mulheres;25 a 29;3158
80001;Água Rasa;2015;Mulheres;30 a 34;3436
80001;Água Rasa;2015;Mulheres;35 a 39;3699
80001;Água Rasa;2015;Mulheres;40 a 44;3161
80001;Água Rasa;2015;Mulheres;45 a 49;3167
80001;Água Rasa;2015;Mulheres;50 a 54;3355
80001;Água Rasa;2015;Mulheres;55 a 59;3191
80001;Água Rasa;2015;Mulheres;60 a 64;2775
80001;Água Rasa;2015;Mulheres;65 a 69;2375
80001;Água Rasa;2015;Mulheres;70 a 74;1807
80001;Água Rasa;2015;Mulheres;75 e +;3864
80001;Água Rasa;2020;Homens;00 a 04;2220
80001;Água Rasa;2020;Homens;05 a 09;2437
80001;Água Rasa;2020;Homens;10 a 14;1905
80001;Água Rasa;2020;Homens;15 a 19;1991
80001;Água Rasa;2020;Homens;20 a 24;2473
80001;Água Rasa;2020;Homens;25 a 29;2574
80001;Água Rasa;2020;Homens;30 a 34;3076
80001;Água Rasa;2020;Homens;35 a 39;3267
80001;Água Rasa;2020;Homens;40 a 44;3086
80001;Água Rasa;2020;Homens;45 a 49;2778
80001;Água Rasa;2020;Homens;50 a 54;2435
80001;Água Rasa;2020;Homens;55 a 59;2613
80001;Água Rasa;2020;Homens;60 a 64;2367
80001;Água Rasa;2020;Homens;65 a 69;1834
80001;Água Rasa;2020;Homens;70 a 74;1326
80001;Água Rasa;2020;Homens;75 e +;1902
80001;Água Rasa;2020;Mulheres;00 a 04;2125
80001;Água Rasa;2020;Mulheres;05 a 09;2335
80001;Água Rasa;2020;Mulheres;10 a 14;1849
80001;Água Rasa;2020;Mulheres;15 a 19;2026
80001;Água Rasa;2020;Mulheres;20 a 24;2317
80001;Água Rasa;2020;Mulheres;25 a 29;2651
80001;Água Rasa;2020;Mulheres;30 a 34;3098
80001;Água Rasa;2020;Mulheres;35 a 39;3338
80001;Água Rasa;2020;Mulheres;40 a 44;3583
80001;Água Rasa;2020;Mulheres;45 a 49;3055
80001;Água Rasa;2020;Mulheres;50 a 54;3055
80001;Água Rasa;2020;Mulheres;55 a 59;3219
80001;Água Rasa;2020;Mulheres;60 a 64;3033
80001;Água Rasa;2020;Mulheres;65 a 69;2586
80001;Água Rasa;2020;Mulheres;70 a 74;2158
80001;Água Rasa;2020;Mulheres;75 e +;3852
80001;Água Rasa;2025;Homens;00 a 04;1957
80001;Água Rasa;2025;Homens;05 a 09;2166
80001;Água Rasa;2025;Homens;10 a 14;2392
80001;Água Rasa;2025;Homens;15 a 19;1908
80001;Água Rasa;2025;Homens;20 a 24;2064
80001;Água Rasa;2025;Homens;25 a 29;2515
80001;Água Rasa;2025;Homens;30 a 34;2526
80001;Água Rasa;2025;Homens;35 a 39;2985
80001;Água Rasa;2025;Homens;40 a 44;3156
80001;Água Rasa;2025;Homens;45 a 49;2969
80001;Água Rasa;2025;Homens;50 a 54;2647
80001;Água Rasa;2025;Homens;55 a 59;2286
80001;Água Rasa;2025;Homens;60 a 64;2408
80001;Água Rasa;2025;Homens;65 a 69;2111
80001;Água Rasa;2025;Homens;70 a 74;1562
80001;Água Rasa;2025;Homens;75 e +;2059
80001;Água Rasa;2025;Mulheres;00 a 04;1875
80001;Água Rasa;2025;Mulheres;05 a 09;2076
80001;Água Rasa;2025;Mulheres;10 a 14;2297
80001;Água Rasa;2025;Mulheres;15 a 19;1856
80001;Água Rasa;2025;Mulheres;20 a 24;2107
80001;Água Rasa;2025;Mulheres;25 a 29;2369
80001;Água Rasa;2025;Mulheres;30 a 34;2615
80001;Água Rasa;2025;Mulheres;35 a 39;3025
80001;Água Rasa;2025;Mulheres;40 a 44;3246
80001;Água Rasa;2025;Mulheres;45 a 49;3482
80001;Água Rasa;2025;Mulheres;50 a 54;2953
80001;Água Rasa;2025;Mulheres;55 a 59;2939
80001;Água Rasa;2025;Mulheres;60 a 64;3072
80001;Água Rasa;2025;Mulheres;65 a 69;2850
80001;Água Rasa;2025;Mulheres;70 a 74;2374
80001;Água Rasa;2025;Mulheres;75 e +;4213
80001;Água Rasa;2030;Homens;00 a 04;1760
80001;Água Rasa;2030;Homens;05 a 09;1910
80001;Água Rasa;2030;Homens;10 a 14;2124
80001;Água Rasa;2030;Homens;15 a 19;2402
80001;Água Rasa;2030;Homens;20 a 24;1985
80001;Água Rasa;2030;Homens;25 a 29;2107
80001;Água Rasa;2030;Homens;30 a 34;2479
80001;Água Rasa;2030;Homens;35 a 39;2455
80001;Água Rasa;2030;Homens;40 a 44;2894
80001;Água Rasa;2030;Homens;45 a 49;3043
80001;Água Rasa;2030;Homens;50 a 54;2832
80001;Água Rasa;2030;Homens;55 a 59;2498
80001;Água Rasa;2030;Homens;60 a 64;2114
80001;Água Rasa;2030;Homens;65 a 69;2161
80001;Água Rasa;2030;Homens;70 a 74;1813
80001;Água Rasa;2030;Homens;75 e +;2357
80001;Água Rasa;2030;Mulheres;00 a 04;1686
80001;Água Rasa;2030;Mulheres;05 a 09;1833
80001;Água Rasa;2030;Mulheres;10 a 14;2037
80001;Água Rasa;2030;Mulheres;15 a 19;2309
80001;Água Rasa;2030;Mulheres;20 a 24;1935
80001;Água Rasa;2030;Mulheres;25 a 29;2155
80001;Água Rasa;2030;Mulheres;30 a 34;2340
80001;Água Rasa;2030;Mulheres;35 a 39;2554
80001;Água Rasa;2030;Mulheres;40 a 44;2950
80001;Água Rasa;2030;Mulheres;45 a 49;3156
80001;Água Rasa;2030;Mulheres;50 a 54;3381
80001;Água Rasa;2030;Mulheres;55 a 59;2846
80001;Água Rasa;2030;Mulheres;60 a 64;2814
80001;Água Rasa;2030;Mulheres;65 a 69;2901
80001;Água Rasa;2030;Mulheres;70 a 74;2633
80001;Água Rasa;2030;Mulheres;75 e +;4671
80001;Água Rasa;2035;Homens;00 a 04;1671
80001;Água Rasa;2035;Homens;05 a 09;1721
80001;Água Rasa;2035;Homens;10 a 14;1877
80001;Água Rasa;2035;Homens;15 a 19;2139
80001;Água Rasa;2035;Homens;20 a 24;2498
80001;Água Rasa;2035;Homens;25 a 29;2042
80001;Água Rasa;2035;Homens;30 a 34;2081
80001;Água Rasa;2035;Homens;35 a 39;2421
80001;Água Rasa;2035;Homens;40 a 44;2383
80001;Água Rasa;2035;Homens;45 a 49;2801
80001;Água Rasa;2035;Homens;50 a 54;2926
80001;Água Rasa;2035;Homens;55 a 59;2686
80001;Água Rasa;2035;Homens;60 a 64;2324
80001;Água Rasa;2035;Homens;65 a 69;1911
80001;Água Rasa;2035;Homens;70 a 74;1875
80001;Água Rasa;2035;Homens;75 e +;2743
80001;Água Rasa;2035;Mulheres;00 a 04;1599
80001;Água Rasa;2035;Mulheres;05 a 09;1650
80001;Água Rasa;2035;Mulheres;10 a 14;1801
80001;Água Rasa;2035;Mulheres;15 a 19;2055
80001;Água Rasa;2035;Mulheres;20 a 24;2402
80001;Água Rasa;2035;Mulheres;25 a 29;1992
80001;Água Rasa;2035;Mulheres;30 a 34;2133
80001;Água Rasa;2035;Mulheres;35 a 39;2291
80001;Água Rasa;2035;Mulheres;40 a 44;2491
80001;Água Rasa;2035;Mulheres;45 a 49;2876
80001;Água Rasa;2035;Mulheres;50 a 54;3067
80001;Água Rasa;2035;Mulheres;55 a 59;3274
80001;Água Rasa;2035;Mulheres;60 a 64;2732
80001;Água Rasa;2035;Mulheres;65 a 69;2670
80001;Água Rasa;2035;Mulheres;70 a 74;2701
80001;Água Rasa;2035;Mulheres;75 e +;5232
80001;Água Rasa;2040;Homens;00 a 04;1643
80001;Água Rasa;2040;Homens;05 a 09;1634
80001;Água Rasa;2040;Homens;10 a 14;1691
80001;Água Rasa;2040;Homens;15 a 19;1892
80001;Água Rasa;2040;Homens;20 a 24;2237
80001;Água Rasa;2040;Homens;25 a 29;2563
80001;Água Rasa;2040;Homens;30 a 34;2020
80001;Água Rasa;2040;Homens;35 a 39;2031
80001;Água Rasa;2040;Homens;40 a 44;2358
80001;Água Rasa;2040;Homens;45 a 49;2309
80001;Água Rasa;2040;Homens;50 a 54;2699
80001;Água Rasa;2040;Homens;55 a 59;2785
80001;Água Rasa;2040;Homens;60 a 64;2511
80001;Água Rasa;2040;Homens;65 a 69;2114
80001;Água Rasa;2040;Homens;70 a 74;1669
80001;Água Rasa;2040;Homens;75 e +;3051
80001;Água Rasa;2040;Mulheres;00 a 04;1573
80001;Água Rasa;2040;Mulheres;05 a 09;1566
80001;Água Rasa;2040;Mulheres;10 a 14;1624
80001;Água Rasa;2040;Mulheres;15 a 19;1819
80001;Água Rasa;2040;Mulheres;20 a 24;2153
80001;Água Rasa;2040;Mulheres;25 a 29;2471
80001;Água Rasa;2040;Mulheres;30 a 34;1977
80001;Água Rasa;2040;Mulheres;35 a 39;2089
80001;Água Rasa;2040;Mulheres;40 a 44;2242
80001;Água Rasa;2040;Mulheres;45 a 49;2431
80001;Água Rasa;2040;Mulheres;50 a 54;2801
80001;Água Rasa;2040;Mulheres;55 a 59;2975
80001;Água Rasa;2040;Mulheres;60 a 64;3159
80001;Água Rasa;2040;Mulheres;65 a 69;2604
80001;Água Rasa;2040;Mulheres;70 a 74;2502
80001;Água Rasa;2040;Mulheres;75 e +;5685
80001;Água Rasa;2045;Homens;00 a 04;1598
80001;Água Rasa;2045;Homens;05 a 09;1610
80001;Água Rasa;2045;Homens;10 a 14;1607
80001;Água Rasa;2045;Homens;15 a 19;1707
80001;Água Rasa;2045;Homens;20 a 24;1985
80001;Água Rasa;2045;Homens;25 a 29;2301
80001;Água Rasa;2045;Homens;30 a 34;2542
80001;Água Rasa;2045;Homens;35 a 39;1973
80001;Água Rasa;2045;Homens;40 a 44;1979
80001;Água Rasa;2045;Homens;45 a 49;2292
80001;Água Rasa;2045;Homens;50 a 54;2226
80001;Água Rasa;2045;Homens;55 a 59;2579
80001;Água Rasa;2045;Homens;60 a 64;2616
80001;Água Rasa;2045;Homens;65 a 69;2297
80001;Água Rasa;2045;Homens;70 a 74;1866
80001;Água Rasa;2045;Homens;75 e +;3113
80001;Água Rasa;2045;Mulheres;00 a 04;1531
80001;Água Rasa;2045;Mulheres;05 a 09;1543
80001;Água Rasa;2045;Mulheres;10 a 14;1543
80001;Água Rasa;2045;Mulheres;15 a 19;1643
80001;Água Rasa;2045;Mulheres;20 a 24;1911
80001;Água Rasa;2045;Mulheres;25 a 29;2218
80001;Água Rasa;2045;Mulheres;30 a 34;2456
80001;Água Rasa;2045;Mulheres;35 a 39;1937
80001;Água Rasa;2045;Mulheres;40 a 44;2046
80001;Água Rasa;2045;Mulheres;45 a 49;2192
80001;Água Rasa;2045;Mulheres;50 a 54;2374
80001;Água Rasa;2045;Mulheres;55 a 59;2726
80001;Água Rasa;2045;Mulheres;60 a 64;2879
80001;Água Rasa;2045;Mulheres;65 a 69;3026
80001;Água Rasa;2045;Mulheres;70 a 74;2451
80001;Água Rasa;2045;Mulheres;75 e +;5865
80001;Água Rasa;2050;Homens;00 a 04;1515
80001;Água Rasa;2050;Homens;05 a 09;1563
80001;Água Rasa;2050;Homens;10 a 14;1581
80001;Água Rasa;2050;Homens;15 a 19;1620
80001;Água Rasa;2050;Homens;20 a 24;1784
80001;Água Rasa;2050;Homens;25 a 29;2037
80001;Água Rasa;2050;Homens;30 a 34;2278
80001;Água Rasa;2050;Homens;35 a 39;2487
80001;Água Rasa;2050;Homens;40 a 44;1916
80001;Água Rasa;2050;Homens;45 a 49;1918
80001;Água Rasa;2050;Homens;50 a 54;2214
80001;Água Rasa;2050;Homens;55 a 59;2123
80001;Água Rasa;2050;Homens;60 a 64;2422
80001;Água Rasa;2050;Homens;65 a 69;2396
80001;Água Rasa;2050;Homens;70 a 74;2023
80001;Água Rasa;2050;Homens;75 e +;3285
80001;Água Rasa;2050;Mulheres;00 a 04;1451
80001;Água Rasa;2050;Mulheres;05 a 09;1498
80001;Água Rasa;2050;Mulheres;10 a 14;1517
80001;Água Rasa;2050;Mulheres;15 a 19;1556
80001;Água Rasa;2050;Mulheres;20 a 24;1717
80001;Água Rasa;2050;Mulheres;25 a 29;1963
80001;Água Rasa;2050;Mulheres;30 a 34;2199
80001;Água Rasa;2050;Mulheres;35 a 39;2410
80001;Água Rasa;2050;Mulheres;40 a 44;1892
80001;Água Rasa;2050;Mulheres;45 a 49;1997
80001;Água Rasa;2050;Mulheres;50 a 54;2138
80001;Água Rasa;2050;Mulheres;55 a 59;2306
80001;Água Rasa;2050;Mulheres;60 a 64;2635
80001;Água Rasa;2050;Mulheres;65 a 69;2751
80001;Água Rasa;2050;Mulheres;70 a 74;2849
80001;Água Rasa;2050;Mulheres;75 e +;5921
80002;Alto de Pinheiros;2000;Homens;00 a 04;951
80002;Alto de Pinheiros;2000;Homens;05 a 09;1083
80002;Alto de Pinheiros;2000;Homens;10 a 14;1299
80002;Alto de Pinheiros;2000;Homens;15 a 19;1541
80002;Alto de Pinheiros;2000;Homens;20 a 24;1928
80002;Alto de Pinheiros;2000;Homens;25 a 29;1764
80002;Alto de Pinheiros;2000;Homens;30 a 34;1425
80002;Alto de Pinheiros;2000;Homens;35 a 39;1511
80002;Alto de Pinheiros;2000;Homens;40 a 44;1431
80002;Alto de Pinheiros;2000;Homens;45 a 49;1387
80002;Alto de Pinheiros;2000;Homens;50 a 54;1238
80002;Alto de Pinheiros;2000;Homens;55 a 59;1083
80002;Alto de Pinheiros;2000;Homens;60 a 64;1062
80002;Alto de Pinheiros;2000;Homens;65 a 69;809
80002;Alto de Pinheiros;2000;Homens;70 a 74;669
80002;Alto de Pinheiros;2000;Homens;75 e +;721
80002;Alto de Pinheiros;2000;Mulheres;00 a 04;925
80002;Alto de Pinheiros;2000;Mulheres;05 a 09;1014
80002;Alto de Pinheiros;2000;Mulheres;10 a 14;1217
80002;Alto de Pinheiros;2000;Mulheres;15 a 19;1681
80002;Alto de Pinheiros;2000;Mulheres;20 a 24;2353
80002;Alto de Pinheiros;2000;Mulheres;25 a 29;2117
80002;Alto de Pinheiros;2000;Mulheres;30 a 34;1863
80002;Alto de Pinheiros;2000;Mulheres;35 a 39;1993
80002;Alto de Pinheiros;2000;Mulheres;40 a 44;1900
80002;Alto de Pinheiros;2000;Mulheres;45 a 49;1876
80002;Alto de Pinheiros;2000;Mulheres;50 a 54;1727
80002;Alto de Pinheiros;2000;Mulheres;55 a 59;1434
80002;Alto de Pinheiros;2000;Mulheres;60 a 64;1312
80002;Alto de Pinheiros;2000;Mulheres;65 a 69;1001
80002;Alto de Pinheiros;2000;Mulheres;70 a 74;826
80002;Alto de Pinheiros;2000;Mulheres;75 e +;1372
80002;Alto de Pinheiros;2005;Homens;00 a 04;922
80002;Alto de Pinheiros;2005;Homens;05 a 09;997
80002;Alto de Pinheiros;2005;Homens;10 a 14;1175
80002;Alto de Pinheiros;2005;Homens;15 a 19;1370
80002;Alto de Pinheiros;2005;Homens;20 a 24;1655
80002;Alto de Pinheiros;2005;Homens;25 a 29;1607
80002;Alto de Pinheiros;2005;Homens;30 a 34;1529
80002;Alto de Pinheiros;2005;Homens;35 a 39;1446
80002;Alto de Pinheiros;2005;Homens;40 a 44;1385
80002;Alto de Pinheiros;2005;Homens;45 a 49;1452
80002;Alto de Pinheiros;2005;Homens;50 a 54;1308
80002;Alto de Pinheiros;2005;Homens;55 a 59;1190
80002;Alto de Pinheiros;2005;Homens;60 a 64;1069
80002;Alto de Pinheiros;2005;Homens;65 a 69;849
80002;Alto de Pinheiros;2005;Homens;70 a 74;752
80002;Alto de Pinheiros;2005;Homens;75 e +;943
80002;Alto de Pinheiros;2005;Mulheres;00 a 04;911
80002;Alto de Pinheiros;2005;Mulheres;05 a 09;954
80002;Alto de Pinheiros;2005;Mulheres;10 a 14;1098
80002;Alto de Pinheiros;2005;Mulheres;15 a 19;1392
80002;Alto de Pinheiros;2005;Mulheres;20 a 24;1914
80002;Alto de Pinheiros;2005;Mulheres;25 a 29;1927
80002;Alto de Pinheiros;2005;Mulheres;30 a 34;1910
80002;Alto de Pinheiros;2005;Mulheres;35 a 39;1860
80002;Alto de Pinheiros;2005;Mulheres;40 a 44;1814
80002;Alto de Pinheiros;2005;Mulheres;45 a 49;1926
80002;Alto de Pinheiros;2005;Mulheres;50 a 54;1778
80002;Alto de Pinheiros;2005;Mulheres;55 a 59;1559
80002;Alto de Pinheiros;2005;Mulheres;60 a 64;1410
80002;Alto de Pinheiros;2005;Mulheres;65 a 69;1101
80002;Alto de Pinheiros;2005;Mulheres;70 a 74;933
80002;Alto de Pinheiros;2005;Mulheres;75 e +;1703
80002;Alto de Pinheiros;2010;Homens;00 a 04;880
80002;Alto de Pinheiros;2010;Homens;05 a 09;908
80002;Alto de Pinheiros;2010;Homens;10 a 14;1051
80002;Alto de Pinheiros;2010;Homens;15 a 19;1201
80002;Alto de Pinheiros;2010;Homens;20 a 24;1404
80002;Alto de Pinheiros;2010;Homens;25 a 29;1446
80002;Alto de Pinheiros;2010;Homens;30 a 34;1620
80002;Alto de Pinheiros;2010;Homens;35 a 39;1368
80002;Alto de Pinheiros;2010;Homens;40 a 44;1324
80002;Alto de Pinheiros;2010;Homens;45 a 49;1503
80002;Alto de Pinheiros;2010;Homens;50 a 54;1366
80002;Alto de Pinheiros;2010;Homens;55 a 59;1291
80002;Alto de Pinheiros;2010;Homens;60 a 64;1063
80002;Alto de Pinheiros;2010;Homens;65 a 69;880
80002;Alto de Pinheiros;2010;Homens;70 a 74;835
80002;Alto de Pinheiros;2010;Homens;75 e +;1216
80002;Alto de Pinheiros;2010;Mulheres;00 a 04;886
80002;Alto de Pinheiros;2010;Mulheres;05 a 09;886
80002;Alto de Pinheiros;2010;Mulheres;10 a 14;979
80002;Alto de Pinheiros;2010;Mulheres;15 a 19;1137
80002;Alto de Pinheiros;2010;Mulheres;20 a 24;1538
80002;Alto de Pinheiros;2010;Mulheres;25 a 29;1732
80002;Alto de Pinheiros;2010;Mulheres;30 a 34;1936
80002;Alto de Pinheiros;2010;Mulheres;35 a 39;1713
80002;Alto de Pinheiros;2010;Mulheres;40 a 44;1711
80002;Alto de Pinheiros;2010;Mulheres;45 a 49;1952
80002;Alto de Pinheiros;2010;Mulheres;50 a 54;1808
80002;Alto de Pinheiros;2010;Mulheres;55 a 59;1672
80002;Alto de Pinheiros;2010;Mulheres;60 a 64;1497
80002;Alto de Pinheiros;2010;Mulheres;65 a 69;1197
80002;Alto de Pinheiros;2010;Mulheres;70 a 74;1043
80002;Alto de Pinheiros;2010;Mulheres;75 e +;2085
80002;Alto de Pinheiros;2015;Homens;00 a 04;907
80002;Alto de Pinheiros;2015;Homens;05 a 09;853
80002;Alto de Pinheiros;2015;Homens;10 a 14;883
80002;Alto de Pinheiros;2015;Homens;15 a 19;1041
80002;Alto de Pinheiros;2015;Homens;20 a 24;1228
80002;Alto de Pinheiros;2015;Homens;25 a 29;1407
80002;Alto de Pinheiros;2015;Homens;30 a 34;1405
80002;Alto de Pinheiros;2015;Homens;35 a 39;1565
80002;Alto de Pinheiros;2015;Homens;40 a 44;1317
80002;Alto de Pinheiros;2015;Homens;45 a 49;1273
80002;Alto de Pinheiros;2015;Homens;50 a 54;1448
80002;Alto de Pinheiros;2015;Homens;55 a 59;1305
80002;Alto de Pinheiros;2015;Homens;60 a 64;1218
80002;Alto de Pinheiros;2015;Homens;65 a 69;980
80002;Alto de Pinheiros;2015;Homens;70 a 74;786
80002;Alto de Pinheiros;2015;Homens;75 e +;1396
80002;Alto de Pinheiros;2015;Mulheres;00 a 04;862
80002;Alto de Pinheiros;2015;Mulheres;05 a 09;859
80002;Alto de Pinheiros;2015;Mulheres;10 a 14;862
80002;Alto de Pinheiros;2015;Mulheres;15 a 19;971
80002;Alto de Pinheiros;2015;Mulheres;20 a 24;1163
80002;Alto de Pinheiros;2015;Mulheres;25 a 29;1543
80002;Alto de Pinheiros;2015;Mulheres;30 a 34;1688
80002;Alto de Pinheiros;2015;Mulheres;35 a 39;1876
80002;Alto de Pinheiros;2015;Mulheres;40 a 44;1654
80002;Alto de Pinheiros;2015;Mulheres;45 a 49;1651
80002;Alto de Pinheiros;2015;Mulheres;50 a 54;1889
80002;Alto de Pinheiros;2015;Mulheres;55 a 59;1739
80002;Alto de Pinheiros;2015;Mulheres;60 a 64;1597
80002;Alto de Pinheiros;2015;Mulheres;65 a 69;1415
80002;Alto de Pinheiros;2015;Mulheres;70 a 74;1111
80002;Alto de Pinheiros;2015;Mulheres;75 e +;2221
80002;Alto de Pinheiros;2020;Homens;00 a 04;798
80002;Alto de Pinheiros;2020;Homens;05 a 09;881
80002;Alto de Pinheiros;2020;Homens;10 a 14;830
80002;Alto de Pinheiros;2020;Homens;15 a 19;879
80002;Alto de Pinheiros;2020;Homens;20 a 24;1067
80002;Alto de Pinheiros;2020;Homens;25 a 29;1235
80002;Alto de Pinheiros;2020;Homens;30 a 34;1373
80002;Alto de Pinheiros;2020;Homens;35 a 39;1357
80002;Alto de Pinheiros;2020;Homens;40 a 44;1516
80002;Alto de Pinheiros;2020;Homens;45 a 49;1273
80002;Alto de Pinheiros;2020;Homens;50 a 54;1229
80002;Alto de Pinheiros;2020;Homens;55 a 59;1391
80002;Alto de Pinheiros;2020;Homens;60 a 64;1236
80002;Alto de Pinheiros;2020;Homens;65 a 69;1128
80002;Alto de Pinheiros;2020;Homens;70 a 74;882
80002;Alto de Pinheiros;2020;Homens;75 e +;1496
80002;Alto de Pinheiros;2020;Mulheres;00 a 04;761
80002;Alto de Pinheiros;2020;Mulheres;05 a 09;838
